feature,mean_importance
V1,1.6481751028563734e-05
V3,2.7718141575248325e-05
V7,3.847658897278938e-05
V18,4.095318000508974e-05
V11,5.468191416616759e-05
V16,6.432728399128774e-05
Amount,0.00013132954205974514
V4,0.00023833541130806159
V17,0.0002584692933179153
V12,0.00042383400317093785
V10,0.000671442365270299
V14,0.0008221619397775284
