feature,mean_importance
V18,-6.102171685008241e-07
V1,7.304241867439956e-06
V16,2.0344776675517222e-05
V3,2.5554222608571536e-05
V11,3.8108732458528354e-05
Amount,0.00011740171458490554
V7,0.0001202865146887451
V17,0.00012963337648821553
V10,0.00024913571392729434
V4,0.0003004888361038567
V12,0.00032659960356279914
V14,0.0010777807980493458
