feature,mean_importance
V7,3.8501102797298956e-05
V11,9.10031731352812e-05
V16,9.22270953673865e-05
V18,0.00012072316973987347
V3,0.00012704525358778733
V1,0.00019355044500821158
Amount,0.00024449693087903767
V17,0.00037132546252254244
V12,0.0003727196804387603
V10,0.0006142853085424266
V4,0.0008136348969448803
V14,0.0016348137433514084
