feature,mean_importance
V1,-6.0931332392430254e-05
V18,3.764174516822424e-05
V11,4.369396136449134e-05
V16,6.050497635630599e-05
V3,8.52261048054465e-05
V7,9.796793550365598e-05
Amount,9.809321127864142e-05
V17,0.00011906876201627815
V12,0.0001561371281410732
V10,0.0002184245748119304
V4,0.000421005980935113
V14,0.001252191079665264
