feature,mean_importance
V11,-1.6645385239255888e-05
V3,1.785394226656101e-05
V18,4.8179041324940534e-05
V1,5.6514272241234115e-05
V4,6.608361254340943e-05
V16,7.541014077752494e-05
V10,9.074304113885264e-05
V12,0.00015801478052904338
V17,0.00018128408035913206
V7,0.000250607773684848
Amount,0.0002828335080882035
V14,0.00048571938762308425
