feature,mean_importance
V18,4.3265040852893e-05
V7,5.4940139292946385e-05
V11,6.638781135716318e-05
V3,9.431440299071105e-05
Amount,0.0001933339243776945
V16,0.0001952479730606196
V1,0.0003205637525592523
V12,0.0003520680581697696
V10,0.0003689156410163367
V17,0.00064138325026828
V4,0.0009560307017548352
V14,0.0012869262516650348
