feature,mean_importance
V3,2.404988464972868e-05
V11,2.5464654588513038e-05
V1,3.114338086736444e-05
V18,3.502651991670698e-05
V16,7.565501158999493e-05
Amount,0.0001774714757611066
V7,0.00020215862974052277
V10,0.0002391188682122662
V4,0.00030310976508099067
V17,0.0003185556911148847
V12,0.00034989698990307573
V14,0.0008402633041306833
