feature,mean_importance
V18,2.261848448597073e-05
V1,5.487207195775095e-05
V11,9.973324764220113e-05
Amount,0.00011580223094741961
V3,0.00013364885467253822
V16,0.00021069905315732434
V7,0.0002920272447251812
V4,0.00037698037477434005
V17,0.00039897369230893783
V12,0.00053533165884282
V10,0.0006174751921565067
V14,0.0018663116483523382
