feature,mean_importance
V7,-6.0064173982805715e-05
V11,-4.944541713136803e-06
V16,-5.204170427930421e-19
V18,-5.204170427930421e-19
Amount,-1.7347234759768072e-19
V1,2.6149976689218095e-05
V3,3.995241192073411e-05
V4,0.0002820249282133412
V10,0.0004948045263302263
V12,0.000730171689142003
V17,0.0009622725557209616
V14,0.0023020184782036207
