feature,mean_importance
V18,-3.387853687363213e-05
Amount,-3.274413565013019e-05
V16,0.0
V3,0.0
V7,0.0
V11,0.0
V4,0.0
V1,0.0
V10,0.0005102307930995902
V12,0.0016089953369232877
V17,0.0018977710019274807
V14,0.0037336022067137294
