feature,mean_importance
V3,-8.314368753787119e-06
V18,-1.7347234759768072e-19
V16,-8.673617379884036e-20
V1,2.5000382861970274e-06
Amount,1.652050257481977e-05
V7,7.666914032538104e-05
V11,9.644987238073563e-05
V4,0.00022721999253026297
V10,0.0004317387382739785
V14,0.0015298697907843088
V17,0.0015384066052595478
V12,0.0022585145882157267
