feature,mean_importance
V16,-3.424329277926346e-05
V11,-5.313231612217272e-06
V3,-2.6900914297349476e-07
V18,8.053682207772098e-07
V1,1.8697653665210312e-06
Amount,1.9048396005846846e-06
V7,3.4967319352004374e-05
V4,0.0002397039286801293
V10,0.0003054748637552314
V17,0.00043440592787956557
V12,0.0007979936264643564
V14,0.0018111948052018996
