feature,mean_importance
Amount,0.0
V16,0.0
V3,0.0
V7,0.0
V11,0.0
V1,0.0
V18,0.0006039088765056273
V14,0.0015551352133444
V12,0.0015591869940467526
V17,0.0026938967548953683
V4,0.003778592465737319
V10,0.004502921132957295
