feature,mean_importance
Amount,0.0
V16,0.0
V3,0.0
V7,0.0
V11,0.0
V4,0.0
V1,0.0
V18,0.00023004375285205406
V12,0.0007796312059087885
V10,0.0009297642042861726
V14,0.0015410577027529784
V17,0.003582861772275212
