feature,mean_importance
Amount,0.0
V12,0.0
V16,0.0
V3,0.0
V7,0.0
V11,0.0
V18,0.0
V1,0.0
V4,0.0004546039092873242
V10,0.0018772370922490438
V14,0.001969392403437244
V17,0.0027435063625144704
