feature,mean_importance
V18,-4.486659411869799e-05
Amount,0.0
V16,0.0
V3,0.0
V7,0.0
V11,0.0
V4,0.0
V1,0.0
V10,0.0012411320162456952
V12,0.001559186994046754
V14,0.0020170219556009438
V17,0.004580198375642592
