feature,mean_importance
Amount,0.0
V16,0.0
V3,0.0
V7,0.0
V11,0.0
V4,0.0
V18,0.0
V1,0.0
V10,0.00034423182373181666
V12,0.000779593497023375
V14,0.0024988764180950826
V17,0.006344318657699394
