feature,mean_importance
V18,-3.3524042761494574e-05
Amount,0.0
V16,0.0
V3,0.0
V7,0.0
V11,0.0
V4,0.0
V1,0.0
V10,0.0006288020156924224
V12,0.0007795934970233763
V14,0.0025783611652768117
V17,0.003539035206054344
