feature,mean_importance
Amount,1.268623817236832e-05
V1,0.0001864420381895355
V18,0.00028024449787003396
V7,0.000511848092774887
V4,0.0024468204107549333
V10,0.0033245128447155063
V11,0.0040294222326102466
V12,0.004133344713440084
V3,0.004853768750442691
V16,0.011049534693611461
V14,0.01608072261013735
V17,0.032519266772045016
