feature,mean_importance
V17,-0.00011125669291499243
V7,6.981113946257118e-06
V1,5.112885275719882e-05
V16,8.4875715592307e-05
Amount,0.00010263363329165824
V18,0.00017683491518991138
V11,0.00018480846704973223
V3,0.0004186490328547088
V10,0.00043211150274142623
V4,0.001942258122221078
V12,0.002128180401984899
V14,0.004967991686776853
