feature,mean_importance
Amount,-0.0002673582996893969
V18,1.0986356617806535e-05
V10,7.577935375948754e-05
V16,0.00017786058045274897
V3,0.0002974319242540063
V11,0.0003988380216877295
V1,0.0005494800707748987
V12,0.0005772118935161553
V17,0.0006150575408848206
V4,0.0007633085681370986
V7,0.0009656391798198523
V14,0.0023595526089536683
