feature,mean_importance
V12,-1.540404057599129e-05
V18,-1.3153483558415655e-06
V3,5.373605113483116e-09
V1,3.5707169531058736e-08
V10,2.298140207914606e-06
V16,1.5309330056537638e-05
Amount,7.951739492409217e-05
V4,0.00015905645704344349
V11,0.0002899789896645591
V14,0.0008786122184747742
V17,0.000978396308155876
V7,0.002347652915921472
