feature,mean_importance
Amount,1.1434345536746101e-05
V1,8.096653677861012e-05
V7,0.00018833388911799936
V18,0.000326381576862376
V16,0.00036341496147146944
V4,0.0009524604069391863
V11,0.0009951895597780664
V10,0.0010906612653058911
V3,0.0015799630490248879
V12,0.002316965916263107
V17,0.0025565205171217712
V14,0.005163629020781189
