feature,mean_importance
V11,-7.665771009124876e-05
V16,3.657504072209893e-06
V1,5.4948045508852915e-05
Amount,0.00013914234196981513
V4,0.00014769219645350282
V10,0.00023055621196272757
V7,0.0002653589571706101
V17,0.0002936904418689355
V12,0.0004424946432523598
V18,0.00044701505829888085
V3,0.0009399634578728486
V14,0.0012333606074256885
