feature,mean_importance
V1,2.0531168888826556e-05
V18,2.2603586839387015e-05
V11,3.704004529551663e-05
V7,9.787560426093855e-05
V16,0.00010183239592635451
V12,0.00010359511910986164
Amount,0.00010446165615807801
V3,0.00010601792019986899
V17,0.00011640631755845953
V4,0.00018175261557719092
V10,0.0006595986210263082
V14,0.0008639441292613625
