feature,mean_importance
V1,-1.773683133984294e-05
V16,1.1080559753015585e-05
V18,1.5131669004134207e-05
V3,3.040474177559982e-05
V11,5.581952712556126e-05
V7,7.954878119488529e-05
V12,0.00019058541656261085
Amount,0.00019102940680470193
V4,0.00019436968562104028
V17,0.0002805095791384271
V10,0.0007358805230191417
V14,0.0010230633852127246
