feature,mean_importance
V11,-2.311926586452129e-05
V16,1.4826177901980376e-07
V3,2.7135988551010155e-05
V18,3.759787892055541e-05
Amount,5.280509149653487e-05
V10,5.6201539528268754e-05
V7,7.593438085146051e-05
V1,8.510278421200723e-05
V12,0.00013400623014933263
V4,0.00015830000245801724
V17,0.00016670807827592822
V14,0.00040438751133098014
