feature,mean_importance
V3,1.4571843224997493e-05
V1,1.5414880924352614e-05
V18,1.869783694871119e-05
V16,2.609610837214227e-05
V12,5.3617063701827394e-05
V11,5.612806778783619e-05
Amount,9.520753441112917e-05
V17,0.00012046618094651018
V7,0.00015104018224557092
V4,0.00017723078419002448
V14,0.0007067476799539508
V10,0.000721714520426725
